ID da Fatura,Filial,Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Data,Hora,Pagamento,COGS,Margem Bruta %,Renda Bruta,Avaliação
837450534,C,Duarte,Membro,Masculino,Eletrônicos,91.42,7,31.997,671.937,2024-01-14,00:07,Cartão de crédito,537.55,5.754602,38.6673,8.0
573768305,B,Silveira de Goiás,Membro,Feminino,Alimentos e bebidas,34.47,1,1.7235,36.1935,2024-01-14,06:10,Cartão de crédito,28.95,7.750031,2.805,4.6
289005269,B,Mendes,Membro,Masculino,Casa e estilo de vida,16.61,8,6.644,139.524,2024-02-06,13:45,Ewallet,111.62,5.890803,8.2191,4.8
557557736,A,Duarte,Membro,Feminino,Esportes e viagens,98.3,4,19.66,412.86,2024-01-21,08:10,Ewallet,330.29,5.993884,24.7463,4.9
126881415,B,Novaes,Normal,Masculino,Casa e estilo de vida,18.48,8,7.392,155.232,2024-01-15,11:32,Cartão de crédito,124.19,3.849342,5.9754,6.5
483941249,B,Barbosa do Campo,Membro,Feminino,Saúde e beleza,79.64,2,7.964,167.244,2024-02-06,08:52,Ewallet,133.8,7.141128,11.9431,6.2
932704499,A,Mendes de da Cunha,Membro,Masculino,Casa e estilo de vida,25.25,8,10.1,212.1,2024-01-21,09:46,Cartão de crédito,169.68,6.660946,14.1279,4.0
677601538,B,Gomes,Normal,Feminino,Esportes e viagens,18.04,2,1.804,37.884,2024-02-05,17:09,Cartão de crédito,30.31,4.816064,1.8245,8.7
725095808,A,Nunes,Normal,Masculino,Saúde e beleza,71.1,4,14.22,298.62,2024-01-24,11:16,Ewallet,238.9,7.976883,23.8206,4.2
948803378,A,Monteiro,Normal,Feminino,Casa e estilo de vida,19.73,4,3.946,82.866,2024-01-05,07:39,Ewallet,66.29,4.778421,3.9597,5.9
26700615,B,Nogueira Grande,Normal,Masculino,Esportes e viagens,64.43,6,19.329,405.909,2024-01-12,22:20,Dinheiro,324.73,6.254899,25.3892,4.7
830589753,B,Porto do Sul,Normal,Masculino,Alimentos e bebidas,64.82,2,6.482,136.122,2024-01-18,05:14,Dinheiro,108.9,3.980691,5.4186,6.0
967130709,B,das Neves,Membro,Feminino,Alimentos e bebidas,13.43,10,6.715,141.015,2024-01-01,04:47,Ewallet,112.81,5.736083,8.0887,4.1
961923509,A,Silveira,Membro,Masculino,Esportes e viagens,96.79,5,24.1975,508.1475,2024-01-20,20:19,Dinheiro,406.52,4.194052,21.312,7.5
452385009,A,Almeida Verde,Membro,Feminino,Esportes e viagens,97.78,4,19.556,410.676,2024-01-11,16:47,Dinheiro,328.54,6.370656,26.1628,5.9
667298762,A,Cardoso,Normal,Feminino,Esportes e viagens,83.36,5,20.84,437.64,2024-01-13,18:50,Cartão de crédito,350.11,3.097975,13.558,4.8
561758943,B,Lopes,Membro,Feminino,Casa e estilo de vida,31.45,4,6.29,132.09,2024-01-03,01:36,Cartão de crédito,105.67,5.030972,6.6454,4.9
914834266,C,Araújo,Normal,Masculino,Casa e estilo de vida,32.42,3,4.863,102.123,2024-02-01,15:13,Cartão de crédito,81.7,6.086322,6.2155,6.6
142659937,B,Teixeira,Membro,Feminino,Alimentos e bebidas,62.56,1,3.128,65.688,2024-01-04,01:11,Ewallet,52.55,5.372012,3.5288,4.7
114967384,A,Cavalcanti das Flores,Normal,Feminino,Alimentos e bebidas,64.4,2,6.44,135.24,2024-01-18,11:38,Dinheiro,108.19,7.772753,10.5119,7.7
492801420,B,da Paz,Normal,Masculino,Casa e estilo de vida,80.29,6,24.087,505.827,2024-01-11,14:18,Dinheiro,404.66,4.331415,21.9095,6.4
135607799,A,Sales da Praia,Membro,Feminino,Esportes e viagens,70.04,8,28.016,588.336,2024-01-16,21:06,Cartão de crédito,470.67,6.670992,39.2478,7.2
167111078,A,Rodrigues do Sul,Membro,Feminino,Saúde e beleza,99.39,1,4.9695,104.3595,2024-01-09,13:14,Dinheiro,83.49,7.859808,8.2025,5.3
59227182,A,Alves,Normal,Masculino,Casa e estilo de vida,53.69,10,26.845,563.745,2024-02-10,19:25,Cartão de crédito,451.0,7.985433,45.0175,5.4
276010346,A,Barros,Normal,Feminino,Esportes e viagens,12.08,10,6.04,126.84,2024-01-06,05:24,Ewallet,101.47,7.682902,9.745,6.7
567471288,A,da Rocha da Prata,Membro,Feminino,Casa e estilo de vida,34.96,1,1.748,36.708,2024-01-17,23:02,Dinheiro,29.37,3.863722,1.4183,7.0
322614576,A,Porto,Membro,Masculino,Eletrônicos,74.68,8,29.872,627.312,2024-01-13,06:42,Dinheiro,501.85,3.473476,21.7895,4.6
555472744,B,Cunha de Pinto,Normal,Feminino,Alimentos e bebidas,33.39,8,13.356,280.476,2024-01-20,19:09,Cartão de crédito,224.38,3.316758,9.3027,6.6
386307625,A,Monteiro de Pinto,Membro,Masculino,Esportes e viagens,71.58,4,14.316,300.636,2024-01-17,06:20,Cartão de crédito,240.51,4.567371,13.7312,5.3
521427559,C,Ribeiro,Membro,Masculino,Casa e estilo de vida,35.77,9,16.0965,338.0265,2024-02-05,09:01,Ewallet,270.42,7.109564,24.0322,5.1
351880664,B,Oliveira de Barbosa,Normal,Masculino,Saúde e beleza,85.09,4,17.018,357.378,2024-01-18,22:51,Dinheiro,285.9,7.018101,25.0811,5.8
848421874,A,Rocha,Membro,Masculino,Saúde e beleza,36.72,6,11.016,231.336,2024-02-08,18:10,Ewallet,185.07,5.807636,13.4352,7.4
528890363,B,Rocha,Membro,Feminino,Esportes e viagens,75.07,7,26.2745,551.7645,2024-01-06,00:22,Dinheiro,441.41,4.357224,24.0416,8.3
55404273,A,da Costa de da Paz,Membro,Feminino,Saúde e beleza,87.18,4,17.436,366.156,2024-01-05,09:12,Dinheiro,292.92,7.229735,26.4721,5.9
18006763,B,Cunha,Normal,Feminino,Esportes e viagens,18.78,10,9.39,197.19,2024-01-01,00:21,Dinheiro,157.75,4.793549,9.4524,8.8
59671375,C,Araújo do Campo,Membro,Masculino,Casa e estilo de vida,26.3,1,1.315,27.615,2024-01-07,00:22,Ewallet,22.09,5.977779,1.6508,6.6
510827342,A,Martins de Minas,Membro,Masculino,Casa e estilo de vida,83.44,2,8.344,175.224,2024-01-14,02:32,Ewallet,140.18,4.049305,7.0954,6.9
176569103,C,Silveira de Minas,Normal,Feminino,Eletrônicos,82.53,3,12.3795,259.9695,2024-01-03,22:25,Cartão de crédito,207.98,3.618496,9.407,7.2
183762594,A,Cunha,Normal,Feminino,Casa e estilo de vida,30.01,1,1.5005,31.5105,2024-01-24,18:28,Dinheiro,25.21,3.598439,1.1339,7.3
145373745,C,Freitas,Membro,Feminino,Alimentos e bebidas,60.4,3,9.06,190.26,2024-02-05,12:05,Cartão de crédito,152.21,3.018241,5.7425,6.9
672524853,C,Pires,Normal,Masculino,Alimentos e bebidas,25.92,4,5.184,108.864,2024-01-28,14:39,Cartão de crédito,87.09,5.358187,5.8331,5.0
606130228,A,Correia,Normal,Feminino,Alimentos e bebidas,54.19,9,24.3855,512.0955,2024-01-25,08:45,Dinheiro,409.68,3.088086,15.8139,6.8
188370009,B,Farias do Norte,Membro,Masculino,Eletrônicos,44.48,2,4.448,93.408,2024-01-06,06:17,Ewallet,74.73,3.500982,3.2702,4.1
156340221,A,Pires,Membro,Feminino,Alimentos e bebidas,44.53,7,15.5855,327.2955,2024-01-12,14:34,Dinheiro,261.84,5.462152,17.8774,8.0
573182950,B,Ramos,Membro,Masculino,Eletrônicos,44.32,10,22.16,465.36,2024-01-16,05:36,Dinheiro,372.29,4.995328,23.2463,5.3
132801332,C,Cunha de Goiás,Normal,Masculino,Casa e estilo de vida,46.7,1,2.335,49.035,2024-02-05,00:50,Ewallet,39.23,7.995379,3.9205,7.8
839472628,B,da Costa,Normal,Masculino,Esportes e viagens,17.29,7,6.0515,127.0815,2024-01-22,05:08,Cartão de crédito,101.67,5.585337,7.0979,8.9
178403095,C,da Cunha de Costa,Normal,Masculino,Esportes e viagens,71.75,5,17.9375,376.6875,2024-02-01,14:39,Dinheiro,301.35,6.965317,26.2375,8.5
187818333,B,Freitas,Membro,Feminino,Alimentos e bebidas,63.58,10,31.79,667.59,2024-01-03,15:49,Cartão de crédito,534.07,3.849693,25.7002,6.6
379342064,A,Rezende,Membro,Masculino,Esportes e viagens,36.27,6,10.881,228.501,2024-01-14,02:48,Cartão de crédito,182.8,5.525036,12.6248,4.8
523748953,B,Rodrigues de da Cunha,Membro,Feminino,Saúde e beleza,50.61,7,17.7135,371.9835,2024-01-27,18:50,Dinheiro,297.59,5.163414,19.207,7.1
693247770,C,Alves,Normal,Masculino,Eletrônicos,95.58,4,19.116,401.436,2024-02-03,20:38,Ewallet,321.15,5.741153,23.0471,5.7
60938700,A,Porto,Membro,Masculino,Esportes e viagens,57.2,4,11.44,240.24,2024-01-11,04:44,Dinheiro,192.19,7.88478,18.9424,5.2
184510130,C,Sales da Serra,Membro,Masculino,Alimentos e bebidas,66.86,4,13.372,280.812,2024-02-03,00:11,Dinheiro,224.65,6.258634,17.575,5.7
525976881,B,Mendes do Campo,Membro,Feminino,Alimentos e bebidas,65.81,2,6.581,138.201,2024-01-19,21:52,Cartão de crédito,110.56,5.341968,7.3827,5.3
430820090,C,Barbosa,Membro,Feminino,Casa e estilo de vida,50.12,6,15.036,315.756,2024-01-07,17:31,Cartão de crédito,252.6,4.953994,15.6425,4.7
225442769,A,Freitas,Membro,Masculino,Eletrônicos,87.39,5,21.8475,458.7975,2024-01-14,04:59,Ewallet,367.04,6.696332,30.7226,8.8
641915894,C,Costa de Sales,Normal,Feminino,Casa e estilo de vida,58.54,9,26.343,553.203,2024-01-24,14:52,Ewallet,442.56,6.041344,33.4209,8.2
437825869,C,Souza de da Costa,Normal,Masculino,Esportes e viagens,22.34,4,4.468,93.828,2024-01-27,04:04,Dinheiro,75.06,3.218001,3.0194,6.2
908724185,A,Cardoso,Normal,Feminino,Esportes e viagens,54.77,2,5.477,115.017,2024-01-23,00:18,Cartão de crédito,92.01,4.014858,4.6178,6.8
783560725,B,Monteiro da Serra,Normal,Masculino,Eletrônicos,12.97,3,1.9455,40.8555,2024-01-12,04:42,Cartão de crédito,32.68,4.093704,1.6725,6.3
820805878,B,Caldeira das Flores,Membro,Feminino,Esportes e viagens,51.77,3,7.7655,163.0755,2024-01-12,01:18,Ewallet,130.46,4.841768,7.8957,4.4
883048734,B,Pires,Normal,Masculino,Alimentos e bebidas,98.75,3,14.8125,311.0625,2024-01-23,10:46,Dinheiro,248.85,4.96598,15.4473,6.4
900572353,B,Cunha Grande,Normal,Feminino,Eletrônicos,44.58,7,15.603,327.663,2024-02-08,00:45,Dinheiro,262.13,7.42478,24.3283,7.5
106446166,C,Rocha de Goiás,Normal,Feminino,Eletrônicos,55.66,9,25.047,525.987,2024-01-13,13:56,Dinheiro,420.79,3.29642,17.3387,8.7
814936870,B,Fogaça de Goiás,Membro,Feminino,Casa e estilo de vida,79.5,2,7.95,166.95,2024-01-26,13:52,Dinheiro,133.56,6.416137,10.7117,8.1
44264589,A,Peixoto,Normal,Feminino,Saúde e beleza,85.87,8,34.348,721.308,2024-01-07,05:22,Ewallet,577.05,5.871051,42.3484,5.0
2122482,B,Pinto do Norte,Membro,Masculino,Alimentos e bebidas,50.1,8,20.04,420.84,2024-01-21,01:02,Dinheiro,336.67,4.783861,20.1324,7.7
556719191,B,Azevedo de Ribeiro,Membro,Feminino,Alimentos e bebidas,95.42,3,14.313,300.573,2024-02-06,16:29,Ewallet,240.46,6.977272,20.9718,8.3
116648853,A,Moreira,Normal,Masculino,Saúde e beleza,67.51,7,23.6285,496.1985,2024-02-05,05:33,Cartão de crédito,396.96,7.620149,37.8111,6.1
318517322,A,Monteiro do Campo,Normal,Feminino,Casa e estilo de vida,68.95,3,10.3425,217.1925,2024-01-27,02:24,Cartão de crédito,173.75,5.411233,11.7528,7.9
550504269,A,da Rocha,Normal,Masculino,Esportes e viagens,39.78,8,15.912,334.152,2024-01-28,04:33,Ewallet,267.32,4.553372,15.2152,9.0
812464754,B,Moreira,Membro,Feminino,Alimentos e bebidas,36.52,7,12.782,268.422,2024-01-08,03:03,Cartão de crédito,214.74,3.456274,9.2774,5.2
367377560,A,da Mata Alegre,Membro,Masculino,Eletrônicos,73.48,8,29.392,617.232,2024-01-12,09:39,Dinheiro,493.79,6.875963,42.4406,8.2
613509701,A,Costa,Membro,Feminino,Saúde e beleza,90.75,3,13.6125,285.8625,2024-01-01,06:40,Cartão de crédito,228.69,6.552492,18.7311,4.0
455025151,C,Rocha de Cardoso,Membro,Masculino,Eletrônicos,60.09,5,15.0225,315.4725,2024-01-06,21:40,Cartão de crédito,252.38,7.179879,22.6505,6.5
204743173,A,Martins Alegre,Normal,Feminino,Saúde e beleza,64.34,6,19.302,405.342,2024-02-04,15:41,Ewallet,324.27,6.516425,26.4138,6.1
275455103,A,da Rocha de Goiás,Normal,Masculino,Saúde e beleza,30.08,2,3.008,63.168,2024-01-09,15:27,Dinheiro,50.53,5.9945,3.7866,8.0
646508241,B,Alves,Membro,Feminino,Eletrônicos,16.37,7,5.7295,120.3195,2024-02-09,17:48,Cartão de crédito,96.26,6.783957,8.1624,8.5
39619851,A,Fogaça,Membro,Masculino,Casa e estilo de vida,96.37,9,43.3665,910.6965,2024-01-17,20:50,Cartão de crédito,728.56,3.935375,35.8393,5.6
749224725,C,Nogueira de Goiás,Membro,Masculino,Esportes e viagens,91.15,2,9.115,191.415,2024-02-02,07:06,Ewallet,153.13,3.551755,6.7986,9.0
927497784,A,Fernandes da Praia,Normal,Masculino,Saúde e beleza,33.67,6,10.101,212.121,2024-01-11,12:49,Cartão de crédito,169.7,4.609325,9.7773,4.8
67357683,C,Pereira,Normal,Masculino,Eletrônicos,62.45,5,15.6125,327.8625,2024-01-11,07:40,Cartão de crédito,262.29,7.923908,25.9795,4.1
481150406,B,Dias Grande,Normal,Feminino,Eletrônicos,22.1,4,4.42,92.82,2024-01-02,19:40,Dinheiro,74.26,4.29316,3.9849,6.5
654025261,A,Alves da Mata,Membro,Feminino,Alimentos e bebidas,41.3,7,14.455,303.555,2024-01-29,21:48,Dinheiro,242.84,7.754931,23.5405,8.4
265072808,B,da Luz,Membro,Masculino,Alimentos e bebidas,80.92,8,32.368,679.728,2024-02-06,06:39,Ewallet,543.78,7.66932,52.1305,8.4
50432997,B,Cavalcanti,Normal,Feminino,Eletrônicos,76.0,9,34.2,718.2,2024-02-07,11:11,Dinheiro,574.56,7.275572,52.2532,6.7
267696754,B,Moura de Minas,Membro,Feminino,Casa e estilo de vida,44.98,10,22.49,472.29,2024-01-07,02:07,Cartão de crédito,377.83,4.862428,22.9648,8.3
729619730,A,Oliveira das Pedras,Normal,Masculino,Saúde e beleza,96.49,7,33.7715,709.2015,2024-01-13,19:50,Ewallet,567.36,5.884278,41.7314,8.2
33157107,A,Nascimento,Membro,Feminino,Casa e estilo de vida,14.81,9,6.6645,139.9545,2024-01-04,06:00,Cartão de crédito,111.96,4.112882,5.7562,6.0
872816135,A,Freitas da Serra,Normal,Masculino,Eletrônicos,22.05,6,6.615,138.915,2024-01-20,14:06,Dinheiro,111.13,3.177685,4.4143,6.4
272105042,A,Moreira da Mata,Normal,Masculino,Eletrônicos,99.49,8,39.796,835.716,2024-02-08,16:12,Ewallet,668.57,5.450545,45.5511,7.3
727922304,B,Farias da Serra,Membro,Feminino,Eletrônicos,69.36,8,27.744,582.624,2024-01-17,08:53,Dinheiro,466.1,4.829243,28.1363,4.4
765344555,C,da Cunha,Normal,Masculino,Esportes e viagens,95.27,5,23.8175,500.1675,2024-02-10,18:28,Dinheiro,400.13,6.115096,30.5857,7.8
119612468,C,Pinto,Membro,Masculino,Alimentos e bebidas,27.94,1,1.397,29.337,2024-01-15,02:38,Dinheiro,23.47,7.410292,2.174,8.8
299928427,B,Cardoso do Sul,Membro,Masculino,Alimentos e bebidas,87.04,7,30.464,639.744,2024-01-08,02:57,Dinheiro,511.8,7.511536,48.0546,7.3
897590807,C,Novaes,Membro,Masculino,Esportes e viagens,48.85,2,4.885,102.585,2024-01-16,15:07,Dinheiro,82.07,6.561297,6.7309,7.1
989717394,A,Campos,Normal,Feminino,Saúde e beleza,64.59,8,25.836,542.556,2024-01-21,08:32,Ewallet,434.04,3.779878,20.508,5.3
526428792,A,da Costa,Normal,Masculino,Eletrônicos,23.3,2,2.33,48.93,2024-01-09,00:54,Cartão de crédito,39.14,7.605801,3.7215,6.6
280852780,A,Dias da Mata,Membro,Feminino,Esportes e viagens,40.73,6,12.219,256.599,2024-01-13,00:30,Ewallet,205.28,5.699354,14.6245,5.7
683722859,A,Peixoto de Moreira,Membro,Masculino,Eletrônicos,17.35,6,5.205,109.305,2024-01-18,00:31,Ewallet,87.44,6.045567,6.6081,6.0
610783477,C,Azevedo dos Dourados,Membro,Feminino,Saúde e beleza,92.33,8,36.932,775.572,2024-02-05,01:26,Cartão de crédito,620.46,3.047476,23.6354,4.2
487831820,A,Souza Alegre,Normal,Feminino,Casa e estilo de vida,44.74,2,4.474,93.954,2024-01-27,20:45,Dinheiro,75.16,4.344981,4.0823,4.1
320619729,A,Pinto Alegre,Normal,Feminino,Esportes e viagens,80.76,6,24.228,508.788,2024-01-24,03:13,Cartão de crédito,407.03,4.443165,22.6063,7.6
152176160,B,Monteiro,Membro,Masculino,Esportes e viagens,91.96,10,45.98,965.58,2024-01-01,14:01,Cartão de crédito,772.46,5.944149,57.3955,4.4
521682275,A,Carvalho da Prata,Membro,Masculino,Eletrônicos,99.71,9,44.8695,942.2595,2024-01-02,08:24,Cartão de crédito,753.81,6.441244,60.6932,8.2
855247322,A,Fogaça,Membro,Masculino,Casa e estilo de vida,64.49,7,22.5715,474.0015,2024-01-04,18:46,Ewallet,379.2,5.281658,25.0351,7.8
374941318,B,Freitas das Flores,Normal,Feminino,Eletrônicos,53.54,2,5.354,112.434,2024-02-08,05:47,Cartão de crédito,89.95,3.917725,4.4049,7.6
283087389,A,Lima do Norte,Membro,Masculino,Alimentos e bebidas,82.32,10,41.16,864.36,2024-01-31,12:01,Ewallet,691.49,4.173505,36.0741,8.9
771266332,A,Azevedo das Pedras,Membro,Masculino,Casa e estilo de vida,59.31,2,5.931,124.551,2024-01-08,03:38,Cartão de crédito,99.64,6.148681,7.6582,7.9
839798919,C,Cavalcanti,Normal,Masculino,Casa e estilo de vida,90.67,5,22.6675,476.0175,2024-01-30,08:36,Dinheiro,380.81,4.017148,19.1223,5.7
503744240,A,Costa do Galho,Normal,Feminino,Casa e estilo de vida,68.1,4,13.62,286.02,2024-02-01,07:50,Dinheiro,228.82,6.108975,17.4729,4.8
153857328,C,Lima,Membro,Masculino,Eletrônicos,64.31,4,12.862,270.102,2024-01-15,14:10,Dinheiro,216.08,6.366056,17.1948,5.4
525180994,C,Correia,Membro,Masculino,Alimentos e bebidas,29.15,1,1.4575,30.6075,2024-01-06,13:30,Ewallet,24.49,4.285369,1.3116,9.0
994161518,C,Correia,Membro,Masculino,Eletrônicos,73.17,3,10.9755,230.4855,2024-02-09,12:04,Dinheiro,184.39,3.9129,9.0187,8.0
124814796,C,Gonçalves,Membro,Masculino,Alimentos e bebidas,51.3,10,25.65,538.65,2024-01-16,11:47,Dinheiro,430.92,4.113542,22.1576,5.4
468976606,B,Lopes,Normal,Feminino,Saúde e beleza,70.19,7,24.5665,515.8965,2024-01-17,08:46,Cartão de crédito,412.72,6.696153,34.5452,4.0
420713980,A,Oliveira de Aragão,Membro,Masculino,Esportes e viagens,48.55,6,14.565,305.865,2024-01-20,03:03,Ewallet,244.69,3.675459,11.2419,5.3
293209366,A,Rocha,Membro,Feminino,Casa e estilo de vida,17.92,4,3.584,75.264,2024-01-23,15:54,Cartão de crédito,60.21,6.045021,4.5497,7.3
595726507,A,Azevedo,Membro,Feminino,Eletrônicos,95.95,8,38.38,805.98,2024-02-01,05:53,Cartão de crédito,644.78,6.36845,51.3284,5.6
720141414,A,da Paz,Membro,Masculino,Alimentos e bebidas,16.45,7,5.7575,120.9075,2024-02-06,11:41,Ewallet,96.73,3.659504,4.4246,4.1
359656389,B,Pereira,Membro,Feminino,Saúde e beleza,90.21,2,9.021,189.441,2024-01-25,00:47,Cartão de crédito,151.55,4.006254,7.5895,7.9
451064026,C,Cardoso,Membro,Masculino,Eletrônicos,61.3,3,9.195,193.095,2024-01-18,19:32,Cartão de crédito,154.48,7.754504,14.9736,8.0
457862819,B,da Mata de Costa,Normal,Feminino,Alimentos e bebidas,33.6,2,3.36,70.56,2024-02-01,05:36,Cartão de crédito,56.45,4.389938,3.0975,5.5
262625178,B,Azevedo das Flores,Normal,Masculino,Eletrônicos,20.98,5,5.245,110.145,2024-01-06,11:10,Ewallet,88.12,7.476822,8.2353,6.7
242422907,B,das Neves Alegre,Normal,Masculino,Alimentos e bebidas,81.01,3,12.1515,255.1815,2024-01-21,02:30,Dinheiro,204.15,6.965683,17.7751,4.2
462367106,C,Rezende Paulista,Membro,Masculino,Alimentos e bebidas,67.49,2,6.749,141.729,2024-02-09,07:17,Dinheiro,113.38,6.389292,9.0555,7.1
490704375,C,Caldeira,Normal,Masculino,Alimentos e bebidas,44.33,6,13.299,279.279,2024-01-07,23:15,Ewallet,223.42,4.598592,12.8429,9.0
255258639,C,Azevedo,Membro,Feminino,Alimentos e bebidas,73.57,6,22.071,463.491,2024-01-27,03:00,Ewallet,370.79,5.377653,24.9249,8.8
57984009,C,Ferreira,Normal,Feminino,Saúde e beleza,57.32,8,22.928,481.488,2024-02-01,12:32,Dinheiro,385.19,5.385207,25.9291,4.2
222840850,B,Gomes,Membro,Feminino,Eletrônicos,67.83,2,6.783,142.443,2024-01-09,10:53,Ewallet,113.95,7.174929,10.2202,4.2
93501176,A,Fogaça Paulista,Membro,Masculino,Esportes e viagens,56.9,8,22.76,477.96,2024-01-22,07:56,Dinheiro,382.37,6.387539,30.5299,8.8
918883366,B,Nogueira,Normal,Masculino,Esportes e viagens,48.41,3,7.2615,152.4915,2024-01-10,11:37,Dinheiro,121.99,5.310255,8.0977,8.9
499839489,C,Carvalho do Oeste,Membro,Masculino,Casa e estilo de vida,12.62,5,3.155,66.255,2024-01-07,23:42,Cartão de crédito,53.0,3.441418,2.2801,4.1
355594474,B,Caldeira,Membro,Masculino,Casa e estilo de vida,33.32,3,4.998,104.958,2024-01-31,19:19,Cartão de crédito,83.97,6.845429,7.1848,5.3
558333118,C,Gomes de Moura,Normal,Masculino,Eletrônicos,17.97,2,1.797,37.737,2024-02-10,15:37,Cartão de crédito,30.19,5.234935,1.9755,5.1
293252712,A,Moreira do Norte,Membro,Feminino,Eletrônicos,40.78,10,20.39,428.19,2024-01-04,15:41,Ewallet,342.55,7.717783,33.0468,8.3
189023223,B,da Luz da Serra,Membro,Masculino,Saúde e beleza,14.92,7,5.222,109.662,2024-01-18,09:21,Dinheiro,87.73,3.951447,4.3332,4.9
668284556,C,da Rosa,Membro,Feminino,Esportes e viagens,28.21,5,7.0525,148.1025,2024-01-15,03:29,Dinheiro,118.48,7.712964,11.4231,7.9
249012213,A,Novaes,Normal,Feminino,Casa e estilo de vida,14.29,1,0.7145,15.0045,2024-01-23,06:37,Cartão de crédito,12.0,3.901615,0.5854,4.8
402944178,B,Cunha Verde,Membro,Feminino,Saúde e beleza,49.41,1,2.4705,51.8805,2024-01-12,15:17,Ewallet,41.5,7.437612,3.8587,5.3
600369367,B,Carvalho,Normal,Masculino,Saúde e beleza,23.36,4,4.672,98.112,2024-01-29,11:46,Ewallet,78.49,5.282585,5.1828,8.9
737271744,A,Rocha,Membro,Masculino,Esportes e viagens,90.59,1,4.5295,95.1195,2024-01-02,15:47,Dinheiro,76.1,6.718475,6.3906,5.2
415815200,A,Monteiro do Galho,Membro,Masculino,Saúde e beleza,40.17,5,10.0425,210.8925,2024-01-07,21:29,Ewallet,168.71,5.155065,10.8716,7.9
86231973,B,Rocha do Oeste,Membro,Masculino,Eletrônicos,90.92,6,27.276,572.796,2024-01-29,11:30,Ewallet,458.24,4.695369,26.8949,5.6
565880688,B,Campos,Membro,Masculino,Alimentos e bebidas,84.93,4,16.986,356.706,2024-02-09,21:35,Ewallet,285.36,3.762582,13.4214,6.6
13865960,B,Lima,Membro,Masculino,Casa e estilo de vida,13.44,5,3.36,70.56,2024-01-30,21:43,Dinheiro,56.45,5.320386,3.7541,7.6
83851319,A,Dias da Prata,Membro,Feminino,Alimentos e bebidas,63.88,5,15.97,335.37,2024-01-26,23:22,Dinheiro,268.3,3.622934,12.1502,4.5
913581064,A,Silva,Membro,Feminino,Saúde e beleza,44.6,2,4.46,93.66,2024-02-06,15:22,Ewallet,74.93,3.956583,3.7057,5.3
882929222,A,da Mota do Campo,Normal,Feminino,Saúde e beleza,30.43,7,10.6505,223.6605,2024-02-07,00:51,Dinheiro,178.93,4.092413,9.1531,7.6
970520271,A,Rodrigues de Minas,Normal,Feminino,Casa e estilo de vida,94.94,7,33.229,697.809,2024-01-14,02:52,Cartão de crédito,558.25,7.903083,55.1484,5.9
828021783,B,Monteiro do Galho,Membro,Masculino,Casa e estilo de vida,48.39,1,2.4195,50.8095,2024-02-05,21:33,Ewallet,40.65,6.725607,3.4172,6.4
943634244,C,Oliveira de Alves,Membro,Feminino,Saúde e beleza,14.47,3,2.1705,45.5805,2024-01-28,02:12,Dinheiro,36.46,5.039401,2.297,4.5
559899218,A,da Paz da Serra,Membro,Masculino,Alimentos e bebidas,52.3,3,7.845,164.745,2024-01-08,02:46,Cartão de crédito,131.8,4.401983,7.252,8.2
701287469,B,Correia,Normal,Masculino,Casa e estilo de vida,46.91,8,18.764,394.044,2024-01-27,03:47,Dinheiro,315.24,4.939876,19.4653,5.4
239301540,C,Rodrigues,Membro,Masculino,Alimentos e bebidas,22.8,4,4.56,95.76,2024-01-31,18:12,Ewallet,76.61,6.428316,6.1558,5.1
883644079,A,da Cruz de Peixoto,Normal,Feminino,Alimentos e bebidas,50.28,6,15.084,316.764,2024-01-30,04:29,Dinheiro,253.41,3.712562,11.7601,7.5
820924765,A,Pereira da Prata,Membro,Masculino,Esportes e viagens,91.33,6,27.399,575.379,2024-02-04,14:07,Ewallet,460.3,7.991915,45.9838,8.5
374857126,B,Jesus,Membro,Feminino,Alimentos e bebidas,28.1,2,2.81,59.01,2024-02-07,15:56,Ewallet,47.21,4.820334,2.8445,4.9
636268839,B,Nunes,Membro,Feminino,Casa e estilo de vida,72.35,5,18.0875,379.8375,2024-01-21,14:17,Dinheiro,303.87,5.872476,22.3059,8.4
32293230,B,Alves Paulista,Membro,Feminino,Saúde e beleza,84.44,1,4.222,88.662,2024-01-02,02:31,Cartão de crédito,70.93,6.719928,5.958,6.9
273200828,C,Mendes,Normal,Feminino,Eletrônicos,49.32,3,7.398,155.358,2024-01-14,01:39,Dinheiro,124.29,3.007319,4.6721,8.2
423289736,A,Rezende de Vieira,Membro,Feminino,Saúde e beleza,18.28,4,3.656,76.776,2024-02-08,20:00,Ewallet,61.42,4.676215,3.5902,6.8
160182642,C,Moreira dos Dourados,Normal,Masculino,Saúde e beleza,41.59,2,4.159,87.339,2024-01-12,20:45,Ewallet,69.87,6.743115,5.8894,4.4
604998569,A,Alves do Amparo,Membro,Feminino,Esportes e viagens,31.07,5,7.7675,163.1175,2024-01-28,20:23,Ewallet,130.49,5.844534,9.5335,6.3
283778722,C,Rodrigues de da Conceição,Normal,Feminino,Esportes e viagens,18.7,8,7.48,157.08,2024-01-29,15:48,Cartão de crédito,125.66,3.736824,5.8698,6.8
770166873,B,das Neves,Normal,Feminino,Saúde e beleza,83.01,5,20.7525,435.8025,2024-01-24,07:44,Cartão de crédito,348.64,3.621999,15.7848,6.5
